Start Time:  04-06-2025 18:36:53          Time Completed:  04-06-2025 19:27:09      Elapsed Time:  00:50:15
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.exp
Data File:     C:\IDEASVSM\LS_QC\3Zb.txt
Plot File:     C:\IDEASVSM\LS_QC\3Zb.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.stp
VSM Data File: C:\IDEASVSM\LS_QC\3Zb.dat

***DATA***

Field(G)	 Moment(emu)	
 19000 	 0.0216357 	
 18000.2 	 0.0216173 	
 16999.8 	 0.021596 	
 16000 	 0.0215836 	
 15000 	 0.0215545 	
 14000 	 0.0215179 	
 13000 	 0.0214804 	
 12000 	 0.0214311 	
 11000 	 0.02137 	
 10000 	 0.0212985 	
 9000.01 	 0.0212074 	
 8000.26 	 0.021095 	
 6999.93 	 0.0209484 	
 5999.9 	 0.020779 	
 4999.99 	 0.0205563 	
 3999.99 	 0.0202035 	
 3000.01 	 0.0196865 	
 1999.96 	 0.0188395 	
 999.972 	 0.0170805 	
 949.99 	 0.0169067 	
 899.986 	 0.0167277 	
 849.989 	 0.0165615 	
 799.996 	 0.0163761 	
 749.999 	 0.0161607 	
 699.996 	 0.0159203 	
 649.996 	 0.0156587 	
 599.998 	 0.0153858 	
 549.994 	 0.0150544 	
 499.983 	 0.0146867 	
 450.002 	 0.0142517 	
 399.995 	 0.0137448 	
 349.998 	 0.0131137 	
 300.004 	 0.0123481 	
 249.996 	 0.0113621 	
 200.009 	 0.0100681 	
 189.999 	 0.0097536 	
 179.99 	 0.00942012 	
 170.004 	 0.00907105 	
 160.002 	 0.00869849 	
 149.995 	 0.00830173 	
 139.992 	 0.00788929 	
 130.002 	 0.00743947 	
 120 	 0.00697442 	
 109.999 	 0.00647676 	
 100.002 	 0.0059503 	
 89.9876 	 0.00540376 	
 80.0039 	 0.00482188 	
 69.9991 	 0.00421374 	
 59.991 	 0.0035799 	
 50.0013 	 0.00290917 	
 40.0053 	 0.00219467 	
 29.9995 	 0.00154171 	
 19.9999 	 0.000971663 	
 17.9969 	 0.000867941 	
 16.0052 	 0.000763195 	
 13.9935 	 0.000670183 	
 12.0011 	 0.000576066 	
 10.0005 	 0.000483484 	
 8.00042 	 0.000392393 	
 6.00867 	 0.000303589 	
 4.00219 	 0.000214495 	
 2.00008 	 0.000121032 	
 0.00145549 	 0.0000211488 	
-2.00473 	-0.0000780522 	
-3.99383 	-0.000170714 	
-6.00304 	-0.000258824 	
-8.00272 	-0.000344273 	
-9.99063 	-0.00043198 	
-12.0061 	-0.000521577 	
-14.0093 	-0.000608667 	
-16.0018 	-0.000700443 	
-18.0008 	-0.000792207 	
-20.0079 	-0.00089064 	
-29.9981 	-0.00140332 	
-40.0004 	-0.00200784 	
-50.0076 	-0.00273123 	
-60.0046 	-0.0034441 	
-70.0031 	-0.00407279 	
-80.0029 	-0.00466202 	
-90.005 	-0.00524822 	
-99.9934 	-0.00578962 	
-110.006 	-0.00631644 	
-120.002 	-0.00680915 	
-130.008 	-0.00727974 	
-140.002 	-0.00772776 	
-149.999 	-0.0081471 	
-160.004 	-0.00854633 	
-170.001 	-0.00891953 	
-179.998 	-0.00927642 	
-190 	-0.00960984 	
-200.005 	-0.00992643 	
-250.006 	-0.01123 	
-299.994 	-0.0122355 	
-350.003 	-0.0130182 	
-400.004 	-0.0136444 	
-449.995 	-0.0141747 	
-499.997 	-0.0146201 	
-549.997 	-0.0149951 	
-600 	-0.0153249 	
-650.006 	-0.0156146 	
-700.001 	-0.0158761 	
-749.998 	-0.0161091 	
-800 	-0.0163167 	
-850.005 	-0.0165099 	
-899.994 	-0.0166881 	
-950 	-0.0168663 	
-999.992 	-0.0170104 	
-2000.01 	-0.0187973 	
-3000.03 	-0.0196507 	
-4000 	-0.0201553 	
-5000 	-0.0205081 	
-6000.01 	-0.0207354 	
-7000.02 	-0.0209042 	
-8000 	-0.0210521 	
-8999.99 	-0.0211597 	
-10000 	-0.0212477 	
-11000 	-0.0213105 	
-12000 	-0.0213733 	
-13000 	-0.0214232 	
-14000 	-0.0214611 	
-15000 	-0.0214945 	
-16000 	-0.0215231 	
-17000 	-0.0215478 	
-18000 	-0.0215726 	
-19000 	-0.0216151 	
-18000 	-0.0215863 	
-17000 	-0.0215682 	
-16000 	-0.0215493 	
-15000 	-0.02153 	
-14000 	-0.0215008 	
-13000 	-0.0214527 	
-12000 	-0.0214095 	
-11000 	-0.0213456 	
-10000 	-0.0212645 	
-8999.99 	-0.0211844 	
-8000 	-0.0210724 	
-6999.99 	-0.0209249 	
-6000 	-0.0207562 	
-4999.99 	-0.0205373 	
-3999.97 	-0.020184 	
-2999.91 	-0.0196732 	
-1999.99 	-0.0188362 	
-999.991 	-0.0170516 	
-950.001 	-0.0168981 	
-899.99 	-0.0167287 	
-849.998 	-0.0165476 	
-799.998 	-0.0163745 	
-749.991 	-0.0161551 	
-699.997 	-0.0159229 	
-649.993 	-0.0156666 	
-600.001 	-0.0153775 	
-549.997 	-0.0150597 	
-499.988 	-0.0146736 	
-450.01 	-0.0142556 	
-399.994 	-0.0137445 	
-349.99 	-0.0131243 	
-300.002 	-0.0123536 	
-250.001 	-0.011379 	
-199.995 	-0.010093 	
-189.996 	-0.00977939 	
-180.004 	-0.00944879 	
-170 	-0.00909909 	
-159.995 	-0.00872851 	
-150.002 	-0.00833424 	
-139.998 	-0.00792035 	
-130.003 	-0.00747934 	
-119.995 	-0.00700683 	
-110.008 	-0.00650943 	
-99.9886 	-0.00598455 	
