Start Time:  06-06-2025 10:35:32          Time Completed:  06-06-2025 11:25:20      Elapsed Time:  00:49:47
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.exp
Data File:     C:\IDEASVSM\LS_QC\7ASiO2a.txt
Plot File:     C:\IDEASVSM\LS_QC\7ASiO2a.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.stp
VSM Data File: C:\IDEASVSM\LS_QC\7ASiO2a.dat

***DATA***

Field(G)	 Moment(emu)	
 19000 	 0.00176017 	
 18000 	 0.00180021 	
 17000 	 0.00184796 	
 16000 	 0.00189528 	
 15000 	 0.00194265 	
 14000 	 0.00198615 	
 13515.2 	 0.00200241 	
 12000 	 0.00207831 	
 11000 	 0.00212879 	
 9999.99 	 0.00216932 	
 9000.01 	 0.00221574 	
 8000 	 0.00227829 	
 6999.99 	 0.00230099 	
 6000.01 	 0.00230412 	
 5000.01 	 0.00228799 	
 4000 	 0.0022407 	
 3000.05 	 0.00218631 	
 2000 	 0.002079 	
 999.995 	 0.00190439 	
 950.001 	 0.00182367 	
 899.993 	 0.00180421 	
 850.002 	 0.00178055 	
 800 	 0.00174897 	
 749.999 	 0.00172475 	
 699.994 	 0.00169505 	
 649.992 	 0.00166074 	
 600.002 	 0.00161646 	
 549.999 	 0.0015681 	
 500.001 	 0.00150746 	
 450.003 	 0.00143739 	
 400.003 	 0.00134431 	
 350 	 0.00122493 	
 300.008 	 0.00110743 	
 249.992 	 0.000950033 	
 200 	 0.000807196 	
 190.007 	 0.000768617 	
 180.003 	 0.00074078 	
 169.994 	 0.000710192 	
 159.993 	 0.000678413 	
 150.003 	 0.000646802 	
 139.996 	 0.000613355 	
 130.002 	 0.000579204 	
 119.987 	 0.000545075 	
 110.003 	 0.00051142 	
 99.9987 	 0.000476997 	
 89.9881 	 0.00044213 	
 80.0008 	 0.000411446 	
 69.9977 	 0.000380281 	
 59.9889 	 0.00034915 	
 50.0046 	 0.000317488 	
 39.9989 	 0.000285382 	
 29.9889 	 0.00025353 	
 20.0008 	 0.000221031 	
 18.0089 	 0.000212015 	
 15.9983 	 0.000204891 	
 13.9904 	 0.00019798 	
 11.9997 	 0.000190068 	
 10.0011 	 0.000182907 	
 7.99053 	 0.000175468 	
 5.99573 	 0.000166882 	
 3.99918 	 0.000155743 	
 2.00263 	 0.000134704 	
 0.000408287 	 0.0000556799 	
-2.01044 	-0.000113538 	
-4.00236 	-0.000146434 	
-5.99095 	-0.00015757 	
-8.00601 	-0.000164465 	
-10.0047 	-0.000170574 	
-11.9948 	-0.000174536 	
-14.0077 	-0.00018166 	
-16.0071 	-0.000186561 	
-18.0133 	-0.000190898 	
-20.0096 	-0.000196878 	
-30.0029 	-0.000218802 	
-40.0013 	-0.000242852 	
-50.0059 	-0.000266343 	
-59.9965 	-0.00029127 	
-69.9988 	-0.000316595 	
-80.0111 	-0.000342421 	
-90.0081 	-0.000368357 	
-100.002 	-0.000394061 	
-109.999 	-0.000421542 	
-120.003 	-0.000449699 	
-130.008 	-0.000480663 	
-140.001 	-0.000508981 	
-149.998 	-0.000537759 	
-159.999 	-0.000569036 	
-170.001 	-0.000599963 	
-180.011 	-0.000632456 	
-190.002 	-0.000663624 	
-200.005 	-0.000695559 	
-250.003 	-0.000846784 	
-299.996 	-0.000990828 	
-349.998 	-0.00112412 	
-400 	-0.00123431 	
-449.998 	-0.00132827 	
-500.001 	-0.00140497 	
-550.007 	-0.00146886 	
