Start Time:  04-06-2025 12:09:38          Time Completed:  04-06-2025 13:00:05      Elapsed Time:  00:50:26
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.exp
Data File:     C:\IDEASVSM\LS_QC\5A1.txt
Plot File:     C:\IDEASVSM\LS_QC\5A1.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.stp
VSM Data File: C:\IDEASVSM\LS_QC\5A1.dat

***DATA***

Field(G)	 Moment(emu)	
 19000.1 	 0.0254218 	
 18000 	 0.0254159 	
 17000 	 0.0254136 	
 16000 	 0.025412 	
 15000 	 0.0254037 	
 13999.9 	 0.0254109 	
 13000 	 0.0254039 	
 12000 	 0.0253905 	
 11000 	 0.0253649 	
 10000 	 0.0253256 	
 9000.01 	 0.0252781 	
 7999.99 	 0.0252135 	
 7000 	 0.0251232 	
 5999.99 	 0.0250148 	
 4999.99 	 0.024875 	
 4000 	 0.0245901 	
 3000.01 	 0.0241558 	
 1999.99 	 0.0234155 	
 1000 	 0.0216699 	
 949.993 	 0.0215255 	
 899.995 	 0.0213444 	
 849.996 	 0.0211486 	
 799.994 	 0.0209426 	
 749.999 	 0.0207155 	
 700.002 	 0.0204659 	
 650.004 	 0.0201746 	
 599.991 	 0.0198358 	
 550.004 	 0.0194541 	
 499.997 	 0.0189981 	
 449.999 	 0.0184486 	
 399.998 	 0.0177841 	
 350.003 	 0.0168937 	
 299.992 	 0.0157922 	
 249.996 	 0.0142859 	
 199.995 	 0.0122466 	
 190 	 0.0116456 	
 180.001 	 0.0110457 	
 169.995 	 0.0104178 	
 160.002 	 0.0097611 	
 149.999 	 0.00905863 	
 140.002 	 0.00832634 	
 130.006 	 0.00756464 	
 120.002 	 0.00680151 	
 110.003 	 0.00606735 	
 99.9985 	 0.00537925 	
 90.0042 	 0.00475031 	
 79.9923 	 0.00413096 	
 70.0023 	 0.0036208 	
 59.9909 	 0.00313605 	
 50.0021 	 0.00268436 	
 39.9983 	 0.00225549 	
 29.9862 	 0.00184587 	
 19.9939 	 0.00144867 	
 18.002 	 0.0013546 	
 16.0014 	 0.00127295 	
 13.9991 	 0.00118597 	
 12.0046 	 0.00110397 	
 9.99488 	 0.00102183 	
 7.99443 	 0.000936007 	
 5.99484 	 0.000846872 	
 3.99445 	 0.000749066 	
 1.99875 	 0.00063242 	
-0.00419229 	 0.000445506 	
-2.00146 	 0.000244006 	
-3.99903 	 0.000128256 	
-6.00212 	 0.0000326078 	
-8.00012 	-0.000016333 	
-9.99744 	-0.000132778 	
-12.0086 	-0.000204909 	
-13.9993 	-0.000277047 	
-16.0029 	-0.000350454 	
-18.0024 	-0.000420715 	
-20.006 	-0.000505538 	
-29.9948 	-0.000841058 	
-40.0082 	-0.00120596 	
-50.0016 	-0.00159798 	
-60.0057 	-0.00202372 	
-70.0022 	-0.00249433 	
-80.0041 	-0.00301013 	
-90.0057 	-0.00357977 	
-99.988 	-0.00420376 	
-110.009 	-0.00491152 	
-120.013 	-0.00559388 	
-129.998 	-0.00632729 	
-140 	-0.00708338 	
-149.998 	-0.00783265 	
-159.999 	-0.00855519 	
-170.008 	-0.0092412 	
-179.998 	-0.00988833 	
-189.998 	-0.0104897 	
-200.004 	-0.0110585 	
-249.998 	-0.0133083 	
-300.006 	-0.0150046 	
-350.004 	-0.0162593 	
-400 	-0.0172318 	
-449.998 	-0.0179922 	
-500.001 	-0.0186081 	
-550.004 	-0.0190958 	
-599.999 	-0.0195138 	
-650.002 	-0.0198657 	
-699.994 	-0.0201757 	
-749.998 	-0.0204421 	
-799.999 	-0.0206774 	
-848.333 	-0.0208868 	
-900.005 	-0.0210923 	
-949.997 	-0.0212751 	
-1000.01 	-0.0214334 	
-2000.01 	-0.023213 	
-3000.02 	-0.0239779 	
-3999.99 	-0.0244176 	
-5000.02 	-0.0247015 	
-6000.02 	-0.0248468 	
-7000.02 	-0.0249484 	
-7999.99 	-0.025037 	
-9000.01 	-0.0250948 	
-10000 	-0.0251421 	
