Start Time:  04-06-2025 10:19:54          Time Completed:  04-06-2025 11:09:29      Elapsed Time:  00:49:34
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.exp
Data File:     C:\IDEASVSM\LS_QC\3A.txt
Plot File:     C:\IDEASVSM\LS_QC\3A.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.stp
VSM Data File: C:\IDEASVSM\LS_QC\3A.dat

***DATA***

Field(G)	 Moment(emu)	
 19000 	 0.0282481 	
 18000 	 0.0282227 	
 17000 	 0.0281859 	
 16000 	 0.0281429 	
 15000 	 0.0280748 	
 14000 	 0.0280018 	
 13000 	 0.0279006 	
 12000 	 0.0277928 	
 11000 	 0.027615 	
 10000 	 0.027353 	
 9000.02 	 0.0269376 	
 7999.99 	 0.0265085 	
 6999.99 	 0.0259737 	
 6000.01 	 0.0252874 	
 5000.01 	 0.0245851 	
 4000 	 0.0234024 	
 3000.07 	 0.0221752 	
 1999.99 	 0.020622 	
 999.989 	 0.0174514 	
 950.008 	 0.0168135 	
 900.001 	 0.016459 	
 849.999 	 0.0161964 	
 799.986 	 0.0159416 	
 749.998 	 0.0156197 	
 700.005 	 0.0152266 	
 651.663 	 0.0148116 	
 600.002 	 0.014197 	
 549.989 	 0.0136862 	
 499.992 	 0.0131158 	
 450.004 	 0.0124206 	
 399.994 	 0.0115185 	
 349.994 	 0.0105172 	
 299.997 	 0.00938374 	
 249.99 	 0.00815207 	
 199.995 	 0.0068743 	
 190.008 	 0.00643643 	
 180.001 	 0.00610288 	
 169.991 	 0.0057077 	
 159.994 	 0.00544622 	
 149.995 	 0.00518307 	
 140 	 0.00486039 	
 129.962 	 0.00450905 	
 119.991 	 0.00412523 	
 110 	 0.00385575 	
 99.997 	 0.00344083 	
 89.9983 	 0.0031857 	
 79.9995 	 0.0028654 	
 69.9946 	 0.00256074 	
 59.9974 	 0.00227096 	
 49.9942 	 0.00198272 	
 39.9928 	 0.0017107 	
 29.9963 	 0.00144756 	
 20.0007 	 0.00119366 	
 17.9918 	 0.0011105 	
 15.9962 	 0.001039 	
 13.9912 	 0.00097666 	
 12.0016 	 0.000916915 	
