Start Time:  04-06-2025 13:49:10          Time Completed:  04-06-2025 14:38:04      Elapsed Time:  00:48:53
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.exp
Data File:     C:\IDEASVSM\LS_QC\4Z.txt
Plot File:     C:\IDEASVSM\LS_QC\4Z.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.stp
VSM Data File: C:\IDEASVSM\LS_QC\4Z.dat

***DATA***

Field(G)	 Moment(emu)	
 19000 	 0.0311616 	
 18000 	 0.0311398 	
 16999.9 	 0.031098 	
 16000 	 0.0310343 	
 15000 	 0.0309489 	
 14000 	 0.0308261 	
 13000 	 0.0306807 	
 12000 	 0.0305073 	
 11000 	 0.0303171 	
 10000 	 0.0300879 	
 9000 	 0.0298161 	
 7999.99 	 0.029458 	
 6999.99 	 0.0290261 	
 5999.98 	 0.0285458 	
 5000 	 0.0279519 	
 3999.98 	 0.0271613 	
 3000.22 	 0.026099 	
 2000.01 	 0.0246252 	
 999.988 	 0.0216315 	
 949.996 	 0.0210547 	
 899.994 	 0.0205566 	
 849.992 	 0.0200726 	
 799.995 	 0.0196039 	
 749.993 	 0.0191385 	
 700.009 	 0.0186503 	
 649.988 	 0.018143 	
 600.001 	 0.0176029 	
 549.983 	 0.0170279 	
 499.983 	 0.0164053 	
 450.001 	 0.0157043 	
 399.988 	 0.0149138 	
 350.012 	 0.0139855 	
 299.999 	 0.0129188 	
 249.992 	 0.0116432 	
 199.989 	 0.0100953 	
 189.992 	 0.00959734 	
 179.994 	 0.00914143 	
 170.003 	 0.00869544 	
 160.003 	 0.00825758 	
 149.999 	 0.00782035 	
 140 	 0.00737953 	
 129.998 	 0.0069364 	
 119.997 	 0.00648517 	
 110 	 0.00603244 	
 99.9989 	 0.005588 	
 90.0033 	 0.00514843 	
 80.0011 	 0.00471811 	
 69.9959 	 0.00411345 	
 59.9984 	 0.00380712 	
 50.0017 	 0.00348048 	
 39.992 	 0.0031607 	
 29.9973 	 0.00285601 	
 20.0008 	 0.0025614 	
 18.0018 	 0.00246055 	
 15.997 	 0.0023775 	
 13.9964 	 0.00230074 	
 12.0057 	 0.00222655 	
 9.99749 	 0.00214901 	
